id;name;type;English text;German text;French text;Italian text;Spanish text
19451;fi_beleganzeige;2;Document display (Header and Position);Beleganzeige (Belegkopf und Belegposition);Affichage du document (en-tête et position);rappresentazione del documento (intestazione e posizione);Visualización de documento (cabecera y posición)
19733;fi_belegarten;2;Document types;Belegarten;Types de document;tipologie di documento;Tipos de documentos
19734;fi_belegarten_filter;3;Document types;Belegarten;Types de document;tipologie di documento;Tipos de documentos
19348;fi_bilanz_guv;3;Balance sheet and P/L statement;Bilanz und GuV;Bilan et compte d'exploitation;conto profitti e perdite e estratto conto;Balance y cuenta de pérdidas y ganancias
19735;fi_buchungsbelege;2;Posting Documents;Buchungsbelege;pièces comptables;documenti di assegnazione;Documentos de contabilización
19736;fi_buchungsbelege_filter;3;Posting Documents;Buchungsbelege;pièces comptables;documenti di assegnazione;Documentos de contabilización
19731;fi_kontenplan;2;chart of accounts;Kontenplan;plan comptable;tabella dei conti ;plan de cuentas
19732;fi_kontenplan_filter;3;chart of accounts;Kontenplan;plan comptable;tabella dei conti ;plan de cuentas
19727;fi_sachkonteneinzelposten;2;Account transactions;Sachkonteneinzelposten;postes individuels du compte général;transazioni conto;Operaciones de cuentas
19728;fi_sachkonteneinzelposten_filter;3;Account transactions;Sachkonteneinzelposten;postes individuels du compte général;transazioni conto;Operaciones de cuentas
19331;fi_sachkontensalden_monatlich;2;General ledger account balances (monthly);Sachkonten-Saldenliste monatlich;soldes des comptes du grand livre (mensuel);bilanci conto libro mastro (mensile);Saldos de cuentas del libro mayor (mensuales)
19656;fi_sachkontensalden_monatlich_filter;3;General ledger account balances (monthly);Sachkonten-Saldenliste monatlich;soldes des comptes du grand livre (mensuel);bilanci conto libro mastro (mensile);Saldos de cuentas del libro mayor (mensuales)
19737;fi_steuerkennzeichen;2;GL Tax Codes;Steuerkennzeichen;Codes TVA;codici fiscali;Códigos fiscales del mayor
19738;fi_steuerkennzeichen_filter;3;GL Tax Codes;Steuerkennzeichen;Codes TVA;codici fiscali;Códigos fiscales del mayor
19739;fi_ust_voranmeldung;2;GL VAT Periodical Report;Umsatzsteuer-Voranmeldung;Déclaration périodique de la TVA;rapporto periodico partita iva gl;Informe periódico de IVA del mayor
19740;fi_ust_voranmeldung_filter;3;GL VAT Periodical Report;Umsatzsteuer-Voranmeldung;Déclaration périodique de la TVA;rapporto periodico partita iva gl;Informe periódico de IVA del mayor
19806;hr_reisekostenabrechnung;2;PR05 Travel Expense Manager ;PR05 Reisekostenabrechnung;PR05 Gestionnaire des frais de déplacement;PR05 gestione spese viaggio;PR05 Gestor de gastos de desplazamiento
19711;mm_materialbeleg;2;MB Display Material Document (Header, Position, +FI Document Number);MB Materialbeleg anzeige (Belegkopf, Belegposition, +FI Beleg nummer);MB Liste des documents articles (en-tête, position, + numéro de pièce FI);visualizzazione documento materiale (intestazione, posizione, +F1 numero documento);MB Visualizar documento de material (cabecera, posición + número de documento FI)
19712;mm_materialbeleg_filter;3;MB Display Material Document (Header, Position, +FI Document Number);MB Materialbeleg anzeige (Belegkopf, Belegposition, +FI Beleg nummer);Estimation de Coût sans Structure Quantité KKPCN;visualizzazione documento materiale (intestazione, posizione, +F1 numero documento);MB Visualizar documento de material (cabecera, posición + número de documento FI)
19811;mm_materialkalkulation;2;KKPCN Cost Estimation without Quantity Structure;KKPCN Materialkalkulation ohne Mengengerüst;Estimation de Coût sans Structure Quantité KKPCN;KKPCN stima dei costi esclusa elemento qualità;KKPCN Cálculo del coste sin estructura cuantitativa
19698;mm_materialpreisentwicklung;2;Material Price Change ;Materialpreisentwicklung;Modification du prix de l'article;modifica costo materiale;Modificación de precio de material
19629;mm_materialstamm_aenderungen;2;Material Master Data Changes;Materialstamm-Änderungen;Modification des données de base;modifiche dati originali materiale;Modificaciones de los datos maestros de material
19715;mm_materialstamm_liste;2;Material Master List;Materialstamm-Liste;Liste des données de base;elenco originale materiali;Lista del maestro de materiales
19716;mm_materialstamm_liste_filter;3;Material Master List;Materialstamm-Liste;Liste des données de base;elenco originale materiali;Lista del maestro de materiales
19707;sd_auftraege_liste;2;List of SD Orders;Liste SD Auftraege;Liste des ordres ADV;elenco ordini SD;Lista de pedidos SD
19708;sd_auftraege_liste_filter;3;List of SD Orders;Liste SD Auftraege;Liste des ordres ADV;elenco ordini SD;Lista de pedidos SD
19704;sd_auftraege_positionen;2;SD Order Status;Positionen SD Auftraege;Statut des ordres ADV;stato ordine SD;Estado de pedidos SD
19709;sd_fakturen_liste;2;List Of Invoices;Liste Fakturen;Liste des factures;elenco fatture;Lista de facturas
19710;sd_fakturen_liste_filter;3;List Of Invoices;Liste Fakturen;Liste des factures;elenco fatture;Lista de facturas
19787;sd_fakturen_positionen;2;Billing Lists;Positionen Fakturen;Liste de facturation;elenchi fatturazione;Listas de facturación
19788;sd_fakturen_positionen_filter;3;Billing Lists;Positionen Fakturen;Liste de facturation;elenchi fatturazione;Listas de facturación
19743;ue_bankstammdaten;2;Bank master data;Bankstammdaten;Données de base bancaires;dati bancari originali;Datos maestros del banco
19744;ue_bankstammdaten_filter;3;Bank master data;Bankstammdaten;Données de base bancaires;dati bancari originali;Datos maestros del banco
19781;ue_beleganzeige;2;Document List (Header and Position);Beleganzeige (Belegkopf und Belegposition);Liste des pièces (en-tête et position);elenco documento (intestazione e posizione);Lista de documentos (cabecera y posición)
19782;ue_beleganzeige_filter;3;Document List (Header and Position);Beleganzeige (Belegkopf und Belegposition);Liste des pièces (en-tête et position);elenco documento (intestazione e posizione);Lista de documentos (cabecera y posición)
19695;ue_benutzerdaten;2;User data;Benutzerdaten;Données des utilisateurs;dati utente;Datos de usuario
19789;ue_dauerbuchungs_urbelege;2;Recurring Documents;Dauerbuchungs-Urbelege;Pièces périodiques;Documenti ricorrenti;Documentos periódicos
19790;ue_dauerbuchungs_urbelege_filter;3;Recurring Documents;Dauerbuchungs-Urbelege;Pièces périodiques;Documenti ricorrenti;Documentos periódicos
19542;ue_fi_beleganzeige;2;Document List (Header and Position);Beleganzeige (Belegkopf und Belegposition);Liste de pièces (en-tête et position);Elenco documenti (Intestazione e Posizione);Lista de documentos (cabecera y posición)
12508;0sap_amdep;2;AM - depreciation on fixed assets;AM - Anlagenabschreibungen;AM- amortissements sur actifs immobilisés;AM – ammortamento su beni fissi;AM - amortización de activos fijos
12509;0sap_ammst;2;AM - asset master data;AM - Anlagenstamm;AM- données de base des immobilisations;AM – anagrafica capitale;AM - datos maestros de los activos
12510;0sap_ampdp;2;AM - planned depreciation;AM - Geplante Abschreibungen;AM- amortissements budgétés;AM – ammortamento pianificato;AM - amortización planificada
12511;0sap_amtrn;2;AM - list of fixed assets transactions;AM - Anlagentransaktionen;AM- liste des transactions des immobilisations;AM – elenco transazioni beni fissi;AM - lista de operaciones de activos fijos
12512;0sap_anea;2;AM - asset line items for proportional values;AM - Anlageneinzelposten anteilige Werte;AM- quotes-parts des postes individuels d'immobilisation ;AM – linee d'ordine del capitale per valori proporzionali;AM - partidas individuales de activos para valores proporcionales
12513;0sap_anek;2;AM - document header asset posting;AM - Belegkopf;AM- enregistrement des en-têtes des immobilisations;AM – assegnazione intestazione documento capitale;AM - contabilización de activos en cabecera de documento
12514;0sap_anep;2;AM - document items asset posting;AM - Belegpositionen;AM- enregistrement des positions des pièces des immobilisations;AM – assegnazione linee ordine documento capitale;AM - contabilización de activos en posiciones de documento
12515;0sap_bkpf;2;FI - accounting document header;FI - Belegkopf;FI- en-tête des documents comptables ;FI – intestazione documento contabilità;FI - cabecera de documentos contables
12516;0sap_bseg;2;FI - accounting document items;FI - Belegpositionen;FI- postes des pièces comptables;FI – voci documento contabilità;FI - posiciones de documentos contables
12517;0sap_bset;2;FI - tax data document items;FI - Belegpositionen Steuerdaten;FI- postes des pièces des données fiscales;FI - voci documento dati imposte ;FI - posiciones de documentos con datos fiscales
12518;0sap_coa;2;FI - general ledger account master data (G/L chart of accounts);FI - Sachkontenliste;FI- les données de base du grand livre (plan comptable);FI – anagrafica contabilità libro mastro (G/L tabella dei conti);FI - datos maestros de cuentas del libro mayor (plan de cuentas del mayor)
43097;0sap_cobk;2;CO - object document header;CO - Belegkopf;CO- objet en-tête de pièce ;CO – intestazione oggetto del documento;CO - cabecera de documentos de objetos
12565;0sap_coep;2;CO - object document items;CO - Belegpositionen;CO- objet positions des pièces;CO – voci oggetto documento;CO - posiciones de documentos de objetos
12520;0sap_cust;2;FI - customer master data (accounts receivable);FI - Kundenstamm;FI- données de base du client (comptes clients);FI – anagrafica cliente (fatture attive);FI - datos maestros de clientes (cuentas por cobrar)
12521;0sap_ekko;2;SD - purchasing document header;SD - Einkauf Belegkopf;SD- en-tête de document d'achat;SD – intestazione documento acquisto;SD - cabecera de documentos de compras
43098;0sap_ekpo;2;SD - purchasing document items;SD - Einkauf Belegpositionen;SD- postes du document d'achat;SD – voci documento acquisto;SD - posiciones de documentos de compras
12523;0sap_mkpf;2;MM - material document header;MM - Material Belegkopf;MM- en-tête de document article;MM – intestazione documento materiale;MM - cabecera de documentos de material
12524;0sap_mseg;2;MM - material document items;MM - Material Belegpositionen;MM- postes de document article;MM – voci documento materiale;MM - posiciones de documentos de material
43099;0sap_sutax;2;FI - tax point of view;FI - Steuerliche Sicht;FI- point du vue fiscal;FI – visualizzazione imposte;FI - punto de vista fiscal
12526;0sap_t003;2;FI - document types;FI - Belegarten;FI- types de document;FI – tipologie documento;FI - tipos de documentos
12527;0sap_tbsum;2;FI - trial balance totals;FI - Summensicht Probebilanz;FI- totaux de la balance générale;FI – totali bilancio di verifica;FI - totales del balance de sumas y saldos
12528;0sap_trlbl;2;FI - trial balance transaction details;FI - Probebilanz Transaktionsdetails;FI- détails des transactions de la balance générale;FI – dettagli transazione bilancio di verifica;FI - detalle de las operaciones del balance de sumas y saldos
12529;0sap_vbak;2;SD - sales document header;SD - Verkauf Belegkopf;SD- en-tête des documents de vente;SD – intestazione documento di vendita;SD - cabecera de documentos de ventas
12530;0sap_vbap;2;SD - sales document items;SD - Verkauf Belegpositionen;SD- postes des documents de vente;SD – voci documento di vendita;SD - posiciones de documentos de ventas
12531;0sap_vbrk;2;SD - billing document header;SD - Faktura Belegkopf;SD- en-tête des documents de facturation;SD – intestazione documento di fatturazione;SD - cabecera de documentos de facturación
12532;0sap_vbrp;2;SD - billing document items;SD - Faktura Belegpositionen;SD- postes des documents de facturation;SD – voci documento di fatturazione;SD - posiciones de documentos de facturación
12533;0sap_vendr;2;FI - vendor account balance (accounts payable);FI - Saldenliste Kreditoren;FI- soldes du compte vendeur (comptes fournisseurs);FI – saldo conto corrente fornitore (fatture passive);FI - saldo de cuenta de proveedores (cuentas por pagar)
12534;0sap_vndr;2;FI - vendor master data (accounts payable);FI - Kreditorenstamm;FI- données de base vendeur (comptes fournisseurs);FI – anagrafica fornitore (fatture passive);FI - datos maestros de proveedores (cuentas por pagar)
12535;1sap_fi01;2;FI - accounting documents;FI - Belegkopf und Belegpositionen;FI- documents comptables;FI – documenti di contabilità;FI - documentos contables
12536;1sap_fi02;2;FI - vendor transactions (accounts payable);FI - Kreditorentransaktionen;FI- transactions vendeur (comptes fournisseurs);FI – transazioni fornitore (fatture passive);FI - operaciones de proveedores (cuentas por pagar)
12537;1sap_fi03;2;FI - customer transactions (accounts receivable);FI - Debitorentransaktionen;FI- transactions client (comptes clients);FI – transazioni cliente (fatture attive);FI - operaciones de clientes (cuentas por cobrar)
43100;1sap_fi04;2;FI - general ledger account transactions (G/L);FI - Sachkontentransaktionen;FI- transactions du grand livre (G/L);FI – transazioni contabilità libro mastro (G/L);FI - operaciones de cuentas del libro mayor (mayor)
12539;1sap_fi05;2;FI - vendor transactions CPD (accounts payable);FI - Kreditorentransaktionen CPD;FI- transaction vendeur CPD (comptes fournisseurs);FI – transazioni fornitore CDP (fatture passive);FI - cuenta CPD de operaciones de proveedores (cuentas por pagar)
12540;1sap_fi06;2;FI - customer transactions CPD (accounts receivable);FI - Debitorentransaktionen CPD;FI- transactions client (comptes clients);FI – transazioni cliente CDP (fatture attive);FI - cuenta CPD de operaciones de clientes (cuentas por cobrar)
12541;1sap_fi07;2;FI - general ledger account transaction figures (G/L);FI - Sachkonten Verkehrszahlen;FI- chiffres des transactions des comptes du livre général (G/L);FI – importi transazioni contabilità libro mastro (G/L);FI - cifras de las operaciones de cuentas del libro mayor (mayor)
12542;1sap_fi10;2;FI - vendor VAT master data (accounts payable);FI - Kreditoren MwSt-Stammdaten;FI- données de base vendeur TVA (comptes fournisseurs);FI – anagrafica PARTITA IVA fornitore (fatture passive);FI - datos maestros de IVA de proveedores (cuentas por pagar)
12543;1sap_fi11;2;FI - customer VAT master data (accounts receivable);FI - Debitoren MwSt-Stammdaten;FI- données de base client TVA (comptes clients);FI – anagrafica PARTITA IVA cliente (fatture attive);FI - datos maestros de IVA de clientes (cuentas por cobrar)
12544;2sap_Anlagenbestand;2;AM - fixed assets;AM - Anlagevermögen;AM- immobilisations;AM – beni fissi;AM - activos fijos
12545;2sap_anlagengitter;2;AM - asset history sheet;AM - Anlagengitter;AM- grille des immobilisations;AM – scheda storica capitale;AM - cuadro con histórico de activos
12547;2sap_Debitoren_Salden;2;FI - customer balances in local currency (accounts receivable);FI - Saldenliste Debitoren (in Hauswährung);FI- soldes client (comptes clients);FI – bilanci cliente nella valuta locale (fatture attive);FI - saldos de clientes en moneda local (cuentas por cobrar)
12567;2sap_Debitoren_Salden_Sonderhauptbuchkennzeichen;2;FI - customer balances with special G/L indicator (accounts receivable);FI - Saldenliste Debitoren Sonderhauptbuchkennzeichen;FI- soldes client aves les indicateurs des comptes généraux spéciaux (comptes clients);FI – bilanci clienti con indicatore speciale G/L (fatture attive);FI - saldos de clientes con indicador especial en el mayor (cuentas por cobrar)
12548;2SAP_DebVZ;2;FI - customer index (accounts receivable);FI - Debitorenverzeichnis;FI- indice des clients (comptes clients);FI – elenco clienti (fatture attive);FI - índice de clientes (cuentas por cobrar)
12546;2sap_deb_adressen;2;FI - customer addresses (accounts receivable);FI - Debitorenadressen;FI- adresses des clients (comptes clients);FI – indirizzi cliente (fatture attive);FI - direcciones de clientes (cuentas por cobrar)
12549;2sap_einzelpostenjournal;2;FI - general ledger account journal (G/L);FI - Einzelpostenjournal;FI- livre-journal des comptes du grand livre (G/L);FI – contabilità libro mastro (G/L);FI - diario de cuentas del libro mayor (G / L)
12550;2SAP_geb_Abschreibung_kst;2;AM - booked depreciations by cost center;AM - Gebuchte Abschreibungen nach Kostenstelle;AM- Amortissements comptabilisées par centre de coût;AM – ammortamenti registrati dal centro di costo;AM - amortizaciones contabilizadas por centro de coste
12570;2sap_historie_stammdatenaenderungen_debitoren;2;FI - change history customer master data (accounts receivable);FI - Historie Stammdatenänderungen Debitoren;FI- histoire des modifications des données de base des clients (comptes clients);FI – modifica  storia anagrafica cliente (fatture attive);FI - datos maestros de clientes con históricos de modificaciones (cuentas por cobrar)
12571;2sap_historie_stammdatenaenderungen_kostenstelle;2;FI - change history cost center master data;FI - Historie Stammdatenänderungen Kostenstelle;FI- histoire des modifications des données de base des centres de coûts;FI – modifica storia anagrafica centro di costo;FI - datos maestros de centros de coste con histórico de modificaciones
12572;2sap_historie_stammdatenaenderungen_kreditoren;2;FI - change history vendor master data (accounts payable);FI - Historie Stammdatenänderungen Kreditoren;FI- histoire des modifications des données de base des vendeurs (comptes fournisseurs);FI – modifica  storia anagrafica fornitore (fatture passive);FI - datos maestros de proveedores con histórico de modificaciones (cuentas por pagar)
12573;2sap_historie_stammdatenaenderungen_material;2;FI - change history material master data;FI - Historie Stammdatenänderungen Material;histoire des modifications des données de base des articles;FI – modifica storia anagrafica materiale;FI - datos maestros de materiales con histórico de modificaciones
12551;2sap_historie_stammdatenaenderungen_sachkonten;2;FI - change history general ledger account master data (G/L);FI - Historie Stammdatenänderungen Sachkonten;FI- histoire des modifications des données de base des comptes du grand livre (G/L);FI – modifica storia anagrafica libro mastro (G/L) ;FI - datos maestros de cuentas del mayor con histórico de modificaciones (mayor)
12552;2sap_kontenplan;2;FI - chart of accounts;FI - Kontenplan;FI- plan comptable;Fi – tabella dei conti;FI - plan de cuentas
12554;2SAP_Kreditoren_Salden;2;FI - vendor balances in local currency (accounts payable);FI - Saldenliste Kreditoren (in Hauswährung);FI- soldes vendeur en devise locale (comptes fournisseurs);FI – bilanci fornitore nella valuta locale (fatture passive);FI - saldos de proveedores en moneda local (cuentas por pagar)
12555;2sap_Kreditoren_Salden_Sonderhauptbuchkennzeichen;2;FI - vendor balances with special G/L indicator (accounts payable);FI - Saldenliste Kreditoren Sonderhauptbuchkennzeichen;FI- soldes vendeurs avec les indicateurs des comptes généraux spéciaux (comptes fournisseurs);FI – bilanci fornitori con indicatore speciale G/L (fatture passive);FI - saldos de proveedores con indicador especial en el mayor (cuentas por pagar)
