id;issue_name;name;table_name;column_name;database_name;English text;German text;French text;Italian text;Spanish text
1808;fi_ust_voranmeldung_filter;in_belnr8;fi_ust_voranmeldung;BELNR;man_mag;or Document No.;oder Belegnr.;ou document n°;o Documento nr.;o documento nº
1809;fi_ust_voranmeldung_filter;in_belnr9;fi_ust_voranmeldung;BELNR;man_mag;or Document No.;oder Belegnr.;ou document n°;o Documento nr.;o documento nº
1843;ap_kreditorentransaktionen_filter;in_belnr_bis;ap_kreditorentransaktionen;BELNR;man_mag;Until Document No.;bis Belegnr.;jusqu'au document n°;Fino al documento nr.;Hasta documento nº
1764;ar_debitorentransaktionen_filter;in_belnr_bis;ar_debitorentransaktionen;BELNR;man_mag;Until Document No.;bis Belegnr.;jusqu'au document n°;Fino al documento nr.;Hasta documento nº
1777;fi_buchungsbelege_filter;in_belnr_bis;fi_buchungsbelege;BELNR;man_mag;Until Document No.;bis Belegnr.;jusqu'au document n°;Fino al documento nr.;Hasta documento nº
1800;fi_ust_voranmeldung_filter;in_belnr_bis;fi_ust_voranmeldung;BELNR;man_mag;Until Document No.;bis Belegnr.;jusqu'au document n°;Fino al documento nr.;Hasta documento nº
1946;ue_beleganzeige_filter;in_belnr_bis;ue_beleganzeige;BELNR;man_mag;Until Document No.;bis Belegnr.;jusqu'au document n°;Fino al documento nr.;Hasta documento nº
1970;ue_dauerbuchungs_urbelege_filter;in_belnr_bis;ue_dauerbuchungs_urbelege;BELNR;man_mag;Until Document No.;bis Belegnr.;jusqu'au document n°;Fino al documento nr.;Hasta documento nº
1842;ap_kreditorentransaktionen_filter;in_belnr_von;ap_kreditorentransaktionen;BELNR;man_mag;From Document No. Or single Document;von Belegnr. oder Einzelbeleg;à partir du document n° ou document unique;Dal documento nr. o documento singolo;A partir del documento nº o de un único documento 
1763;ar_debitorentransaktionen_filter;in_belnr_von;ar_debitorentransaktionen;BELNR;man_mag;From Document No. Or single Document;von Belegnr. oder Einzelbeleg;à partir du document n° ou document unique;Dal documento nr. o documento singolo;A partir del documento nº o de un único documento
1776;fi_buchungsbelege_filter;in_belnr_von;fi_buchungsbelege;BELNR;man_mag;From Document No. Or single Document;von Belegnr. oder Einzelbeleg;à partir du document n° ou document unique;Dal documento nr. o documento singolo;A partir del documento nº o de un único documento
1799;fi_ust_voranmeldung_filter;in_belnr_von;fi_ust_voranmeldung;BELNR;man_mag;From Document No.;von Belegnr.;à partir du document n°;Dal documento nr.;A partir del documento nº
1945;ue_beleganzeige_filter;in_belnr_von;ue_beleganzeige;BELNR;man_mag;From Document No. Or single Document;von Belegnr. oder Einzelbeleg;à partir du document n° ou document unique;Dal documento nr. o documento singolo;A partir del documento nº o de un único documento
1969;ue_dauerbuchungs_urbelege_filter;in_belnr_von;ue_dauerbuchungs_urbelege;BELNR;man_mag;From Document No. Or single Document;von Belegnr. oder Einzelbeleg;à partir du document n° ou document unique;Dal documento nr. o documento singolo;A partir del documento nº o de un único documento
1844;ap_kreditorentransaktionen_filter;in_betrag;ap_kreditorentransaktionen;DMBTR;man_mag;Amount;Betrag ;Montant;Importo;Importe
1765;ar_debitorentransaktionen_filter;in_betrag;ar_debitorentransaktionen;DMBTR;man_mag;Amount;Betrag ;Montant;Importo;Importe
1947;ue_beleganzeige_filter;in_betrag;ue_beleganzeige;DMBTR;man_mag;Amount;Betrag ;Montant;Importo;Importe
1971;ue_dauerbuchungs_urbelege_filter;in_betrag;ue_dauerbuchungs_urbelege;DMBTR;man_mag;Amount;Betrag ;Montant;Importo;Importe
1861;am_anlagenabgaenge_filter;in_bewart;am_anlagenabgaenge;BWASL;man_mag;Movement type;Bewegungsart;type de la transaction;Tipo di movimento;Tipo de movimiento
1930;am_anlagenumbuchungen_filter;in_bewart;am_anlagenumbuchungen;BWASL;man_mag;Movement type;Bewegungsart;type de la transaction;Tipo di movimento;Tipo de movimiento
1918;am_anlagenzugaenge_filter;in_bewart;am_anlagenzugaenge;BWASL;man_mag;Movement type;Bewegungsart;type de la transaction;Tipo di movimento;Tipo de movimiento
2;fi_bilanz_guv;in_bilart;;;man_mag;Balance sheet type;Bilanzart;type du bilan;Tipologia conto profitti e perdite;Tipo de balance
1858;am_anlagenabgaenge_filter;in_bisaktiv;am_anlagenabgaenge;AKTIV;man_mag;Activation date to;Aktivierungsdatum bis;date d'activation jusqu'à;Data di attivazione fino a ;Fecha de activación hasta
1689;am_anlagenbestand_filter;in_bisaktiv;am_anlagenbestand;AKTIV;man_mag;Activation date to;Aktivierungsdatum bis;date d'activation jusqu'à;Data di attivazione fino a ;Fecha de activación hasta
1717;am_anlagengitter_filter;in_bisaktiv;am_anlagengitter;AKTIV;man_mag;Activation date to;Aktivierungsdatum bis;date d'activation jusqu'à;Data di attivazione fino a ;Fecha de activación hasta
1600;am_anlagenstammsaetze_filter;in_bisaktiv;am_anlagenstammsaetze;AKTIV;man_mag;Activation date to;Aktivierungsdatum bis;date d'activation jusqu'à;Data di attivazione fino a ;Fecha de activación hasta
1927;am_anlagenumbuchungen_filter;in_bisaktiv;am_anlagenumbuchungen;AKTIV;man_mag;Activation date to;Aktivierungsdatum bis;date d'activation jusqu'à;Data di attivazione fino a ;Fecha de activación hasta
1915;am_anlagenzugaenge_filter;in_bisaktiv;am_anlagenzugaenge;AKTIV;man_mag;Activation date to;Aktivierungsdatum bis;date d'activation jusqu'à;Data di attivazione fino a ;Fecha de activación hasta
1656;sd_auftraege_liste_filter;in_bisAUDAT;sd_auftraege_liste;AUDAT;man_mag;until Ordering Date;bis Auftragsdatum;jusqu'à la date de l'ordre;Fino alla data della messa in ordine;hasta fecha de pedido
1854;ek_bestellanforderungen_filter;in_bisbadat;ek_bestellanforderungen;BADAT;man_mag;until Posting Date;bis Auftragsdatum;jusqu'à la date d'enregistrement;Fino alla data di assegnazione;hasta fecha de contabilización
1840;ap_kreditorentransaktionen_filter;in_bisbldat;ap_kreditorentransaktionen;BLDAT;man_mag;until Document Date;bis Belegdatum;jusqu'à  la date du document;Fino alla data del documento;hasta fecha del documento
1761;ar_debitorentransaktionen_filter;in_bisbldat;ar_debitorentransaktionen;BLDAT;man_mag;until Document Date;bis Belegdatum;jusqu'à  la date du document;Fino alla data del documento;hasta fecha del documento
1943;ue_beleganzeige_filter;in_bisbldat;ue_beleganzeige;BLDAT;man_mag;Booking date to;Buchungsdatum bis;date de comptabilisation jusqu'au ;Data di prenotazione fino a;Fecha de inscripción hasta
1967;ue_dauerbuchungs_urbelege_filter;in_bisbldat;ue_dauerbuchungs_urbelege;BLDAT;man_mag;Booking date to;Buchungsdatum bis;date de comptabilisation jusqu'au ;Data di prenotazione fino a;Fecha de inscripción hasta
1860;am_anlagenabgaenge_filter;in_bisbudat;am_anlagenabgaenge;BUDAT;man_mag;Booking date to;Buchungsdatum bis;date de comptabilisation jusqu'au ;Data di prenotazione fino a;Fecha de inscripción hasta
1929;am_anlagenumbuchungen_filter;in_bisbudat;am_anlagenumbuchungen;BUDAT;man_mag;Booking date to;Buchungsdatum bis;date de comptabilisation jusqu'au ;Data di prenotazione fino a;Fecha de inscripción hasta
1917;am_anlagenzugaenge_filter;in_bisbudat;am_anlagenzugaenge;BUDAT;man_mag;Booking date to;Buchungsdatum bis;date de comptabilisation jusqu'au ;Data di prenotazione fino a;Fecha de inscripción hasta
1838;ap_kreditorentransaktionen_filter;in_bisbudat;ap_kreditorentransaktionen;BUDAT;man_mag;until Posting Date;bis Buchungsdatum;jusqu'à la date de comptabilisation;Fino alla data di assegnazione;hasta fecha de contabilización
1759;ar_debitorentransaktionen_filter;in_bisbudat;ar_debitorentransaktionen;BUDAT;man_mag;until Posting Date;bis Buchungsdatum;jusqu'à la date de comptabilisation;Fino alla data di assegnazione;hasta fecha de contabilización
1774;fi_buchungsbelege_filter;in_bisbudat;fi_buchungsbelege;BUDAT;man_mag;until Posting Date;bis Buchungsdatum;jusqu'à la date de comptabilisation;Fino alla data di assegnazione;hasta fecha de contabilización
1754;fi_sachkonteneinzelposten_filter;in_bisbudat;fi_sachkonteneinzelposten;BUDAT;man_mag;until Posting Date;bis Buchungsdatum;jusqu'à la date de comptabilisation;Fino alla data di assegnazione;hasta fecha de contabilización
1785;fi_ust_voranmeldung_filter;in_bisbudat;fi_ust_voranmeldung;BUDAT;man_mag;until Posting Date;bis Buchungsdatum;jusqu'à la date de comptabilisation;Fino alla data di assegnazione;hasta fecha de contabilización
1671;mm_materialbeleg_filter;in_bisbudat;mm_materialbeleg;BUDAT;man_mag;Booking date to;Buchungsdatum bis;date de comptabilisation jusqu'au ;Data di prenotazione fino a;Fecha de inscripción hasta
1941;ue_beleganzeige_filter;in_bisbudat;ue_beleganzeige;BUDAT;man_mag;Booking date to;Buchungsdatum bis;date de comptabilisation jusqu'au ;Data di prenotazione fino a;Fecha de inscripción hasta
1965;ue_dauerbuchungs_urbelege_filter;in_bisbudat;ue_dauerbuchungs_urbelege;BUDAT;man_mag;Booking date to;Buchungsdatum bis;date de comptabilisation jusqu'au ;Data di prenotazione fino a;Fecha de inscripción hasta
1663;sd_fakturen_liste_filter;in_bisbudat;sd_fakturen_liste;Faktura_datum;man_mag;until Posting Date; bis Rechnungsdatum;jusqu'à la date d'enregistrement;Fino alla data di assegnazione;hasta fecha de contabilización
1812;co_kostenartenliste_filter;in_bisdat;co_kostenartenliste;DATBI;man_mag;Until Date;Betrachtungszeitraum bis;jusqu'à la date considérée;Fino alla data;Hasta fecha
1896;co_profitcenterliste_filter;in_bisdat;co_profitcenterliste;GULTIG_bis;man_mag;Until Date;Betrachtungszeitraum bis;jusqu'à la date considérée;Fino alla data;Hasta fecha
1868;am_anlagenabgaenge_filter;in_bisdeakt;am_anlagenabgaenge;DEAKT;man_mag;Deactivation date to;Deaktivierungsdatum bis;date de désactivation jusqu'au;Data di disattivazione fino;Fecha de desactivación hasta
1658;sd_auftraege_liste_filter;in_biserdat;sd_auftraege_liste;ERDAT;man_mag;until Creation Date;bis Erstellungsdatum;jusqu'à la date de création;Fino alla data di creazione;hasta fecha de creación
1814;co_kostenartenliste_filter;in_biskart;co_kostenartenliste;KSTAR;man_mag;Until Cost Type;Kostenart bis;jusqu'au type de coût;Fino alla tipologia di costo;Hasta tipo de coste
5;fi_bilanz_guv;in_bjahr;base_gjahr;gjahr;man_mag;Reporting Year;Berichtsjahr;année considérée;Anno del rapporto;Año del informe
1841;ap_kreditorentransaktionen_filter;in_blart;ap_kreditorentransaktionen;BLART;man_mag;Document Type;Belegart;Type du document;Tipo di documento;Tipo de documento
1762;ar_debitorentransaktionen_filter;in_blart;ar_debitorentransaktionen;BLART;man_mag;Document Type;Belegart;Type du document;Tipo di documento;Tipo de documento
1772;fi_belegarten_filter;in_blart;fi_belegarten;BLART;man_mag;Document Type;Belegart;Type du document;Tipo di documento;Tipo de documento
1775;fi_buchungsbelege_filter;in_blart;fi_buchungsbelege;BLART;man_mag;Document Type;Belegart;Type du document;Tipo di documento;Tipo de documento
1944;ue_beleganzeige_filter;in_blart;ue_beleganzeige;BLART;man_mag;Document Type;Belegart;Type du document;Tipo di documento;Tipo de documento
1968;ue_dauerbuchungs_urbelege_filter;in_blart;ue_dauerbuchungs_urbelege;BLART;man_mag;Document Type;Belegart;Type du document;Tipo di documento;Tipo de documento
1820;ue_bankstammdaten_filter;in_bnklz;ue_bankstammdaten;BNKLZ;man_mag;Bank Code;Bankleitzahl;Code de la banque;Codice bancario;Código de banco
1822;ue_bankstammdaten_filter;in_brnch;ue_bankstammdaten;BRNCH;man_mag;Branch;Zweigstelle;agence;Filiale;Sucursal
16;fi_bilanz_guv;in_curr;base_waers;waers;man_mag;Currency;Währung;devise;Valuta;Moneda
1683;mm_materialstamm_liste_filter;in_ekgrp;mm_materialstamm_liste;EKGRP;man_mag;Purchaser Group;Einkäufergruppe;groupe d'achat;Gruppo di acquisto;Grupo de compradores
1685;mm_materialstamm_liste_filter;in_extwg;mm_materialstamm_liste;EXTWG;man_mag;External Article group;Ext. Warengruppe;groupe externe de produits;Gruppo di merce esterno;Grupo de artículos externos
1653;sd_auftraege_liste_filter;in_faknr_bis;sd_auftraege_liste;VBELN;man_mag;Until Invoice No.;Faktura-Nr. bis;Jusqu'à la facture n°;Fino alla fattura nr.;Hasta la factura nº
1660;sd_fakturen_liste_filter;in_faknr_bis;sd_fakturen_liste;VBELN;man_mag;Until Invoice No.;Faktura-Nr. bis;Jusqu'à la facture n°;Fino alla fattura nr.;Hasta la factura nº
1963;sd_fakturen_positionen_filter;in_faknr_bis;sd_fakturen_positionen;VBELN;man_mag;Until Invoice No.;Faktura-Nr. bis;Jusqu'à la facture n°;Fino alla fattura nr.;Hasta la factura nº
1652;sd_auftraege_liste_filter;in_faknr_von;sd_auftraege_liste;VBELN;man_mag;From Invoice No.;Faktura-Nr. von bzw. Einzel;A  partir de la facture n°;Dalla fattura nr;A partir de la factura nº
1659;sd_fakturen_liste_filter;in_faknr_von;sd_fakturen_liste;VBELN;man_mag;From Invoice No.;Faktura-Nr. von bzw. Einzel;A  partir de la facture n°;Dalla fattura nr;A partir de la factura nº
1962;sd_fakturen_positionen_filter;in_faknr_von;sd_fakturen_positionen;VBELN;man_mag;From Invoice No.;Faktura-Nr. von bzw. Einzel;A  partir de la facture n°;Dalla fattura nr;A partir de la factura nº
1786;fi_ust_voranmeldung_filter;in_hkont;fi_ust_voranmeldung;HKONT;man_mag;GL Account;Hauptbuchkonto;Compte général;Conto libro mastro;Cuenta de mayor
1852;ek_bestellanforderungen_filter;in_knttp;ek_bestellanforderungen;KNTTP;man_mag;Accounting type;Kontierungstyp;catégorie d'imputation;tipo di contabilità;Tipo de contabilización
1815;co_kostenartenliste_filter;in_kokrs;co_kostenartenliste;KOKRS;man_mag;Controlling Area;Kostenrechnungskreis;Périmètre analytique;Area di calcolo del costo;Sociedad CO
1863;am_anlagenabgaenge_filter;in_kostl;am_anlagenabgaenge;KOSTL;man_mag;Cost Centre;Kostenstelle;Centre de coûts;Centro di costo;Centro de costes
1691;am_anlagenbestand_filter;in_kostl;am_anlagenbestand;KOSTL;man_mag;Cost Centre;Kostenstelle;Centre de coûts;Centro di costo;Centro de costes
1719;am_anlagengitter_filter;in_kostl;am_anlagengitter;KOSTL;man_mag;Cost Centre;Kostenstelle;Centre de coûts;Centro di costo;Centro de costes
1602;am_anlagenstammsaetze_filter;in_kostl;am_anlagenstammsaetze;KOSTL;man_mag;Cost Centre;Kostenstelle;Centre de coûts;Centro di costo;Centro de costes
1932;am_anlagenumbuchungen_filter;in_kostl;am_anlagenumbuchungen;KOSTL;man_mag;Cost Centre;Kostenstelle;Centre de coûts;Centro di costo;Centro de costes
1920;am_anlagenzugaenge_filter;in_kostl;am_anlagenzugaenge;KOSTL;man_mag;Cost Centre;Kostenstelle;Centre de coûts;Campo di valutazione;Centro de costes
1768;fi_kontenplan_filter;in_ktopl;fi_kontenplan;Kontenplan;man_mag;Chart of accounts;Kontenplan;plan comptable;Tabella dei conti;plan de cuentas
15;fi_bilanz_guv;in_ktopl;base_ktopl;ktopl;man_mag;Chart of accounts;Kontenplan;plan comptable;Tabella dei conti;plan de cuentas
12;fi_bilanz_guv;in_kto_excl_bis1;base_saknr;saknr;man_mag;excluding (1) to account;exkl. (1) bis Konto;excluant (1) jusqu'au compte;Escluso (1) fino al conto;excluir (1) hasta la cuenta
14;fi_bilanz_guv;in_kto_excl_bis2;base_saknr;saknr;man_mag;excluding (2) to account;exkl. (2) bis Konto;excluant (2) jusqu'au compte;Escluso (2) fino al conto;excluir (2) hasta la cuenta
11;fi_bilanz_guv;in_kto_excl_von1;base_saknr;saknr;man_mag;exncluding (1) from account;exkl. (1) ab Konto;excluant (1) jusqu'au compte;Escluso (1) dal conto;excluir (1) a partir de la cuenta
13;fi_bilanz_guv;in_kto_excl_von2;base_saknr;saknr;man_mag;excluding (2) from account;exkl. (2) ab Konto;excluant (2) jusqu'au compte;Escluso (2) dal conto;excluir (2) a partir de la cuenta
10;fi_bilanz_guv;in_kto_incl_bis1;base_saknr;saknr;man_mag;including to account;inkl. bis Konto;incluant jusqu'au compte;incluso fino al conto;incluir hasta la cuenta
9;fi_bilanz_guv;in_kto_incl_von1;base_saknr;saknr;man_mag;including from account;inkl. ab Konto;incluant à partir du compte;incluso dal conto;incluir a partir de la cuenta
1832;ar_debitorensalden_filter;in_kunname;ar_debitorensalden;NAME;man_mag;Customer name;Debitor-Suchname;nom du client;Nome cliente;Nombre del cliente
1831;ar_debitorensalden_filter;in_kunnr;ar_debitorensalden;Debitornr;man_mag;Customer number;Debitornummer;client numéro;numero cliente;Número de cliente
1829;ar_bankdatenuebersicht_debitor_filter;in_kunnr;ar_bankdatenuebersicht_debitor;KUNNR;man_mag;Customer number;Debitor-Nummer;Numéro du client;numero cliente;Número de cliente
1755;ar_debitorentransaktionen_filter;in_kunnr;ar_debitorentransaktionen;KUNNR;man_mag;Customer Number;Kundennummer;Client Numéro;numero cliente;Número de cliente
1661;sd_fakturen_liste_filter;in_kunnr;sd_fakturen_liste;KUNRG;man_mag;Customer number;Debitornummer;Numéro du client;numero cliente;Número de cliente
1701;ar_kundenstamm_filter;in_kunnr_bis;ar_kundenstamm;KUNNR;man_mag;Customer No to;Kundennr bis;client n° jusqu'à ;numero cliente fino a ;Nº de cliente hasta
1700;ar_kundenstamm_filter;in_kunnr_von;ar_kundenstamm;KUNNR;man_mag;Customer No from;Kundennr von;client n° à partir de;numero cliente da;Nº de cliente a partir de
1667;mm_materialbeleg_filter;in_lgort;mm_materialbeleg;LGORT;man_mag;Storage location;Lagerort;lieu de stockage;Deposito di stoccaggio;Lugar de almacenamiento
1827;ap_kreditorensalden_filter;in_lifname;ap_kreditorensalden;NAME;man_mag;Vendor name;Kreditor-Suchname;nom du vendeur;Nome fornitore;Nombre de proveedor
1851;ek_bestellanforderungen_filter;in_lifnr;ek_bestellanforderungen;FLIEF;man_mag;Vendor Number;Lieferantennummer;Numéro du vendeur;numero fornitore;Número de proveedor
1826;ap_kreditorensalden_filter;in_lifnr;ap_kreditorensalden;Kreditornr;man_mag;Vendor number;Kreditornummer;vendeur numéro;numero fornitore;Número de proveedor
1824;ap_bankdatenuebersicht_kreditor_filter;in_lifnr;ap_bankdatenuebersicht_kreditor;LIFNR;man_mag;Vendor number;Kreditorennummer;vendeur numéro;numero fornitore;Número de proveedor
1834;ap_kreditorentransaktionen_filter;in_lifnr;ap_kreditorentransaktionen;LIFNR;man_mag;Vendor Number;Lieferantennummer;Numéro du vendeur;numero fornitore;Número de proveedor
1937;ue_beleganzeige_filter;in_lifnr_bis;ue_beleganzeige;Konto;man_mag;Account No to;Kontonr bis;Compte n° jusqu'à ;Nr conto fino;Nº de cuenta hasta
1708;ap_lieferantenstamm_filter;in_lifnr_bis;ap_lieferantenstamm;LIFNR;man_mag;Vendor No to;Lieferantennr bis;Vendeur n° jusqu'à ;numero fornitore fino;Nº de proveedor hasta
